ID Año Mes Día Hora Min Seg Lat Long Dep mb ms ml mp in 
29665 1985 7 10 20 48 0 6.87 -73.16 1 4.8 3.8 0 0 0 
29704 1985 7 14 12 8 0 11.34 -61.89 111 0 0 0 0 0 
29714 1985 7 15 4 45 0 10.72 -62.5 97 0 0 0 0 0 
29786 1985 7 20 22 9 0 10.93 -61.77 52 0 0 0 0 0 
29825 1985 7 25 14 23 0 11.32 -61.88 0 0 0 3 0 0 
29827 1985 7 26 6 24 0 10.63 -63.28 14 0 0 3.1 0 0 
29850 1985 7 28 18 26 0 11.34 -61.99 101 0 0 0 0 0 
29853 1985 7 29 9 6 0 10.94 -62.2 3 0 0 0 0 0 
29992 1985 8 11 9 9 0 6.92 -73.08 7 4.2 2.9 0 0 0 
30016 1985 8 12 19 29 0 6.73 -73.08 1 4.8 3.8 0 0 0 
30026 1985 8 13 17 3 0 6.89 -72.04 0 4.6 3.5 4.8 0 0 
30046 1985 8 15 14 36 0 10.91 -62.48 94 0 0 3.2 0 0 
30047 1985 8 15 15 26 0 11.01 -62.22 184 0 0 0 0 0 
30068 1985 8 18 2 59 0 11.61 -61.85 34 0 0 0 0 0 
30106 1985 8 20 16 48 0 10.93 -62.31 85 0 0 4.1 0 0 
30165 1985 8 25 2 31 0 11.39 -60.17 6 0 0 0 0 0 
30213 1985 8 29 4 19 0 11.9 -60.6 6 4.3 0 4.2 0 0 
30247 1985 9 1 7 9 0 11.07 -62.11 87 0 0 3.1 0 0 
30256 1985 9 2 7 28 0 10.92 -61.79 57 0 0 2.8 0 0 
30259 1985 9 3 0 20 0 11.36 -63.03 3 0 0 3.1 0 0 
30280 1985 9 4 22 2 0 10.56 -62.24 1 0 0 0 0 0 
30291 1985 9 6 2 40 0 11.78 -61.23 1 0 0 0 0 0 
30297 1985 9 6 16 25 0 11.8 -61.18 0 0 0 0 0 0 
30320 1985 9 10 5 22 0 10.35 -61.69 38 0 0 0 0 0 
30326 1985 9 11 10 47 0 10.59 -61.82 17 0 0 0 0 0 
30347 1985 9 14 4 4 0 10.8 -62.41 57 0 0 2.7 0 0 
30375 1985 9 17 7 15 0 10.64 -61.97 67 0 0 2.6 0 0 
30377 1985 9 17 10 57 0 11.83 -63.12 93 0 0 3 0 0 
30380 1985 9 18 0 26 0 10.71 -62.41 81 0 0 2.6 0 0 
30385 1985 9 19 5 57 0 10.88 -62.35 91 0 0 2.8 0 0 
30399 1985 9 21 3 9 0 11.18 -61.54 62 0 0 4.3 0 0 
30409 1985 9 22 2 14 0 10.41 -62.67 81 0 0 0 0 0 
30413 1985 9 23 5 58 0 11.35 -61.6 1 0 0 0 0 0 
30415 1985 9 23 7 3 0 11.26 -61.86 10 0 0 0 0 0 
30424 1985 9 24 5 18 0 11.17 -61.87 87 0 0 0 0 0 
30453 1985 9 27 23 53 0 6.83 -72.78 1 4.4 3.2 0 0 0 
30457 1985 9 28 12 58 0 10.88 -62.2 68 0 0 3.2 0 0 
30461 1985 9 28 23 39 0 10.43 -63.12 17 0 0 3.5 0 0 
30480 1985 9 30 20 2 0 10.77 -62.71 0 0 0 4 0 0 
30498 1985 10 2 20 58 0 11.38 -61.89 122 0 0 0 0 0 
30514 1985 10 4 15 32 0 11.19 -61.32 0 0 0 0 0 0 
30516 1985 10 5 0 35 0 10.75 -62.17 94 0 0 0 0 0 
30542 1985 10 7 17 32 0 10.94 -62.21 83 0 0 2.6 0 0 
30574 1985 10 12 8 15 0 11.06 -61.99 66 0 0 0 0 0 
30587 1985 10 13 8 47 0 9.84 -63.27 8 0 0 0 0 0 
30593 1985 10 14 9 21 0 10.47 -63.15 0 0 0 0 0 0 
30596 1985 10 14 19 1 0 10.22 -62.03 1 0 0 0 0 0 
30643 1985 10 20 17 22 0 10.6 -62.4 72 0 0 2.6 0 0 
30654 1985 10 21 15 41 0 10.94 -62.21 77 0 0 0 0 0 
30657 1985 10 22 0 48 0 6.79 -73.07 1 4.7 3.6 0 0 0 
30686 1985 10 25 2 39 0 10.81 -62.43 93 0 0 3 0 0 
30693 1985 10 26 1 54 0 11.23 -61.65 19 0 0 0 0 0 
30712 1985 10 28 11 27 0 11.45 -61.98 136 0 0 0 0 0 
30718 1985 10 29 5 17 0 11.02 -61.17 12 0 0 0 0 0 
30719 1985 10 29 8 39 0 11.04 -62.02 70 0 0 0 0 0 
30735 1985 10 30 21 47 0 10.8 -62.15 105 3.9 0 3.9 0 0 
30762 1985 11 2 3 26 0 10.54 -61.81 8 0 0 0 0 0 
30805 1985 11 5 22 37 0 11.16 -62 68 0 0 0 0 0 
30827 1985 11 8 10 54 0 10.51 -62.15 2 0 0 0 0 0 
30833 1985 11 9 17 19 0 10.7 -62.19 40 0 0 0 0 0 
30834 1985 11 9 18 1 0 10.56 -62.04 7 0 0 0 0 0 
30893 1985 11 15 1 9 0 10.6 -60.83 32 0 0 0 0 0 
30907 1985 11 16 9 17 0 10.6 -62.9 7 0 0 0 0 0 
30917 1985 11 17 6 28 0 10.37 -64.11 24 0 0 3.5 0 0 
30918 1985 11 17 8 37 0 11.01 -61.96 34 0 0 0 0 0 
30921 1985 11 17 17 58 0 11.61 -61.88 100 0 0 0 0 0 
30971 1985 11 22 20 12 0 10.55 -62.48 127 0 0 0 0 0 
30990 1985 11 24 14 46 0 10.89 -62.34 46 0 0 0 0 0 
31016 1985 11 28 0 13 0 11.76 -61.39 72 0 0 5.3 0 0 
31017 1985 11 28 0 14 0 11.76 -61.37 75 5.2 0 5.3 0 0 
31018 1985 11 28 0 17 0 11.72 -61.13 5 0 0 0 0 0 
31022 1985 11 28 9 53 0 10.96 -62.1 70 0 0 0 0 0 
31029 1985 11 29 6 6 0 11.79 -61.18 59 0 0 0 0 0 
31030 1985 11 29 21 48 0 11.57 -61.18 0 0 0 0 0 0 
31034 1985 11 30 19 34 0 11.17 -61.73 10 0 0 0 0 0 
31038 1985 12 1 4 33 0 10.72 -62.18 2 0 0 0 0 0 
31041 1985 12 1 14 3 0 10.81 -62.34 71 0 0 0 0 0 
31051 1985 12 2 1 40 0 11.01 -62.24 101 0 0 0 0 0 
31064 1985 12 3 15 49 0 10.88 -61.49 38 0 0 0 0 0 
31066 1985 12 3 17 52 0 6.77 -72.94 1 5.1 4.2 0 0 0 
31071 1985 12 4 4 55 0 10.88 -61.14 46 0 0 0 0 0 
31097 1985 12 7 0 3 0 10.42 -62.09 0 0 0 0 0 0 
31105 1985 12 7 8 35 0 11.34 -61.34 3 0 0 0 0 0 
31117 1985 12 8 17 2 0 11.1 -61.97 33 0 0 0 0 0 
31150 1985 12 12 17 25 0 11.22 -60.67 7 0 0 0 0 0 
31156 1985 12 13 0 16 0 10.31 -73.43 1 4.2 2.9 0 0 0 
31178 1985 12 15 19 23 0 11.84 -61.08 7 0 0 0 0 0 
31193 1985 12 17 13 16 0 10.94 -62.41 56 0 0 0 0 0 
31306 1985 12 31 20 9 0 11.34 -61.33 19 0 0 0 0 0 
31316 1986 1 1 21 48 0 12.47 -60.72 91 0 0 4.1 0 0 
31333 1986 1 4 3 14 0 11.33 -63.74 23 4.2 0 4.3 0 0 
31350 1986 1 6 9 17 0 11.03 -61.88 14 0 0 0 0 0 
31359 1986 1 7 20 41 0 10.59 -62.05 0 0 0 0 0 0 
31377 1986 1 9 0 16 0 11.09 -63.76 150 0 0 3.2 0 0 
31406 1986 1 12 15 7 0 11.17 -62.24 63 0 0 0 0 0 
31421 1986 1 14 7 30 0 10.95 -62.17 52 0 0 0 0 0 
31430 1986 1 14 20 0 0 11.11 -62.07 24 0 0 0 0 0 
31436 1986 1 15 10 36 0 10.78 -61.85 43 0 0 0 0 0 
31438 1986 1 16 0 28 0 10.97 -62.27 80 0 0 0 0 0 
31440 1986 1 16 1 18 0 10.88 -61.8 47 0 0 0 0 0 
31528 1986 1 27 20 44 0 6.93 -73.11 1 4.4 3.2 0 0 0 
31530 1986 1 28 3 25 0 10.83 -63.49 0 4.3 0 3 0 0 
31532 1986 1 28 6 55 0 11.37 -63.85 4 0 0 0 0 0 
31539 1986 1 29 8 47 0 11.57 -62.22 23 0 0 2.6 0 0 
31565 1986 1 31 22 38 0 10.91 -62.36 72 0 0 0 0 0 
31600 1986 2 4 18 21 0 11.1 -61.92 93 0 0 0 0 0 
31601 1986 2 4 23 50 0 10.6 -62.23 4 0 0 0 0 0 
31602 1986 2 5 0 49 0 10.98 -61.44 9 0 0 0 0 0 
31629 1986 2 8 17 52 0 11.12 -61.95 47 0 0 0 0 0 
31667 1986 2 13 15 13 0 11.49 -62 30 0 0 2.9 0 0 
31681 1986 2 15 0 18 0 11.22 -61.96 57 0 0 3.4 0 0 
31765 1986 2 25 5 43 0 11.52 -62.01 9 0 0 0 0 0 
31777 1986 2 26 11 41 0 9.72 -61.37 62 4.5 4.6 4.5 0 0 
31781 1986 2 26 21 57 0 9.36 -61.19 117 0 0 3.6 0 0 
31785 1986 2 27 6 31 0 9.65 -61.02 29 0 0 2.9 0 0 
31788 1986 2 27 17 24 0 10.24 -60.65 76 0 0 2.8 0 0 
31790 1986 2 28 1 12 0 9.64 -61.39 45 4.5 4.4 4.5 0 0 
31791 1986 2 28 1 17 0 8.44 -60.62 0 0 0 0 0 0 
31792 1986 2 28 3 7 0 9.37 -61.11 54 0 0 3.1 0 0 
31793 1986 2 28 4 49 0 9.42 -61.19 28 0 0 3.4 0 0 
31795 1986 2 28 16 44 0 8.56 -61.24 63 0 0 3.7 0 0 
31827 1986 3 5 20 9 0 10.89 -62.28 63 0 0 0 0 0 
31830 1986 3 6 8 27 0 11.29 -62.12 79 0 0 0 0 0 
31844 1986 3 8 15 26 0 10.45 -62.01 96 0 0 0 0 0 
31865 1986 3 10 16 31 0 10.56 -62.58 85 0 0 0 0 0 
31869 1986 3 10 22 0 0 10.17 -61.36 19 0 0 0 0 0 
31892 1986 3 14 10 47 0 11.44 -61.64 116 0 0 0 0 0 
31894 1986 3 14 17 49 0 11.16 -62.42 151 0 0 0 0 0 
31896 1986 3 15 1 44 0 11.38 -61.02 20 0 0 0 0 0 
31910 1986 3 17 20 19 0 6.78 -73.48 1 4.3 3 0 0 0 
31952 1986 3 23 11 25 0 11.47 -61.9 90 0 0 0 0 0 
31970 1986 3 25 1 57 0 11.82 -60.85 1 0 0 0 0 0 
31972 1986 3 25 7 10 0 10.35 -62.53 10 4.7 0 4.7 0 0 
31989 1986 3 26 22 12 0 10.53 -70.56 33 0 0 0 0 0 
32012 1986 3 30 0 40 0 11.68 -61.55 106 0 0 0 0 0 
32029 1986 3 31 1 19 0 6.82 -73.05 1 5 4.1 0 0 0 
32058 1986 4 3 13 59 0 11.2 -61.51 37 0 0 0 0 0 
32062 1986 4 3 20 32 0 11.18 -62.02 56 0 0 3.2 0 0 
32077 1986 4 4 17 23 0 10.4 -61.52 33 0 0 0 0 0 
32093 1986 4 6 23 37 0 10.31 -62.26 7 0 0 3 0 0 
32095 1986 4 7 12 35 0 10.28 -61.64 57 4.3 3.5 4.3 0 0 
32098 1986 4 8 13 54 0 10.29 -61.58 50 0 0 0 0 0 
32117 1986 4 10 6 35 0 10.34 -62.05 4 0 0 0 0 0 
32135 1986 4 11 12 59 0 12.26 -59.38 39 5 4.5 5 0 0 
32151 1986 4 14 5 5 0 10.43 -60.73 55 4.3 0 4.2 0 0 
32153 1986 4 14 18 34 0 11.11 -62.21 76 0 0 0 0 0 
32156 1986 4 15 2 28 0 11.22 -61.37 0 0 0 0 0 0 
32164 1986 4 15 22 57 0 10.97 -61.75 47 0 0 0 0 0 
32165 1986 4 16 0 15 0 6.65 -72.89 1 4.5 3.3 0 0 0 
32194 1986 4 20 18 5 0 6.8 -73.3 1 4.3 3 0 0 0 
32238 1986 4 27 22 42 0 10.69 -61.09 37 0 0 0 0 0 
32252 1986 4 29 22 35 0 10.66 -62.3 1 0 0 0 0 0 
32261 1986 4 30 20 2 0 10.45 -61.83 9 0 0 0 0 0 
32273 1986 5 1 23 1 0 11.22 -60.68 0 0 0 2.4 0 0 
32275 1986 5 2 8 48 0 10.51 -60.88 31 0 0 0 0 0 
32312 1986 5 7 16 37 0 10.32 -62.31 18 4.5 3.9 4.5 0 0 
32350 1986 5 11 4 3 0 10.38 -60.62 65 0 0 0 0 0 
32365 1986 5 12 21 59 0 6.92 -73.15 1 4.8 3.8 0 0 0 
32392 1986 5 15 20 0 0 10.54 -62.1 3 0 0 0 0 0 
32393 1986 5 16 0 15 0 6.69 -72.92 1 4.2 2.9 4.5 0 0 
32408 1986 5 17 22 34 0 6.84 -73.14 1 4.4 3.2 4.8 0 0 
32412 1986 5 18 11 22 0 11.32 -61.31 31 0 0 0 0 0 
32443 1986 5 21 0 21 0 11.42 -60.92 13 0 0 0 0 0 
32451 1986 5 22 1 36 0 10.6 -62.74 76 0 0 4.1 0 0 
32465 1986 5 23 21 32 0 11.42 -61.74 115 0 0 0 0 0 
32467 1986 5 24 2 34 0 11.03 -61.71 10 0 0 0 0 0 
32474 1986 5 24 22 48 0 10.75 -62.4 66 0 0 0 0 0 
32475 1986 5 25 2 39 0 10.69 -62.34 67 0 0 3.5 0 0 
32486 1986 5 26 19 43 0 10.94 -62.1 78 0 0 0 0 0 
32487 1986 5 27 1 40 0 10.98 -62.09 90 0 0 0 0 0 
32490 1986 5 27 10 50 0 10.84 -61.36 26 0 0 0 0 0 
32506 1986 5 29 18 44 0 11.77 -60.74 2 0 0 0 0 0 
32509 1986 5 30 14 26 0 10.53 -62.54 122 4.4 0 4.3 0 0 
32511 1986 5 31 8 20 0 10.76 -61.3 33 0 0 0 0 0 
32524 1986 6 4 9 39 0 11.06 -62.3 91 0 0 0 0 0 
32537 1986 6 6 6 23 0 11.43 -62.46 0 0 0 3.3 0 0 
32538 1986 6 6 10 49 0 10.85 -61.85 50 0 0 0 0 0 
32539 1986 6 6 11 55 0 11.31 -61.5 83 0 0 0 0 0 
32546 1986 6 7 16 37 0 6.85 -73 1 4.6 3.5 0 0 0 
32548 1986 6 8 7 20 0 11.01 -61.79 100 0 0 0 0 0 
32572 1986 6 11 13 48 0 10.6 -62.93 33 5.9 6.1 6 0 0 
32573 1986 6 11 14 6 0 11.42 -62.93 9 0 0 3.3 0 0 
32574 1986 6 11 14 8 0 11.25 -62.87 3 0 0 3.5 0 0 
32575 1986 6 11 15 51 0 10.75 -62.28 31 0 0 3.2 0 0 
32576 1986 6 11 16 58 0 11.25 -62.79 3 0 0 3.4 0 0 
32577 1986 6 11 17 18 0 11.58 -62.7 14 0 0 3.4 0 0 
32580 1986 6 11 19 37 0 10.55 -62.94 3 4.6 0 4.6 0 0 
32582 1986 6 12 3 5 0 11.26 -62.91 3 0 0 3.5 0 0 
32588 1986 6 12 13 23 0 10.55 -62.93 20 4.4 0 4.5 0 0 
32596 1986 6 13 10 36 0 11.32 -63.07 3 0 0 3.6 0 0 
32598 1986 6 13 14 26 0 11.08 -62.46 10 0 0 0 0 0 
32600 1986 6 13 17 4 0 11.65 -62.65 35 0 0 3.4 0 0 
32618 1986 6 15 16 4 0 10.63 -62.96 35 4.4 0 3.9 0 0 
32654 1986 6 20 22 41 0 11.49 -63.04 0 0 0 3.4 0 0 
32691 1986 6 25 6 18 0 6.75 -72.94 1 4.2 2.9 0 0 0 
32698 1986 6 26 23 14 0 6.88 -73.1 1 4.7 3.6 0 0 0 
32722 1986 6 29 20 11 0 6.76 -73 1 5.2 4.4 0 0 0 
32728 1986 6 30 13 23 0 11.14 -62.3 30 0 0 3 0 0 
32729 1986 6 30 20 9 0 10.05 -71.99 33 0 0 0 0 0 
32733 1986 7 2 11 27 0 10.76 -62.34 107 0 0 0 0 0 
32763 1986 7 5 16 36 0 9.88 -72.92 33 4.6 0 0 0 0 
32771 1986 7 7 12 39 0 11.28 -61.97 95 0 0 0 0 0 
32774 1986 7 7 21 9 0 10.61 -62.99 35 4.3 0 4.3 0 0 
32783 1986 7 8 22 37 0 11.48 -61.96 127 0 0 0 0 0 
32796 1986 7 11 8 0 0 10.61 -63.26 21 4.7 4.3 4.1 0 0 
32815 1986 7 14 3 18 0 10.58 -63.17 16 0 0 4.2 0 0 
32816 1986 7 14 3 20 0 10.73 -63.2 18 4.5 0 4.2 0 0 
32817 1986 7 14 6 24 0 10.59 -63.29 0 0 0 4 0 0 
32850 1986 7 18 17 22 0 10.78 -69.43 5 5.8 5 0 0 0 
32852 1986 7 19 0 21 0 10.93 -69.37 10 4.7 3.2 4.8 0 0 
32856 1986 7 19 16 38 0 11.18 -61.97 60 0 0 0 0 0 
32890 1986 7 22 20 5 0 11.5 -61.13 12 0 0 0 0 0 
33003 1986 8 4 10 23 0 11.38 -61.77 33 0 0 0 0 0 
33007 1986 8 5 9 53 0 12.13 -59.23 2 0 0 4.3 0 0 
33037 1986 8 7 19 29 0 11.12 -61.93 27 0 0 0 0 0 
33043 1986 8 8 23 45 0 11.06 -60.7 38 0 0 0 0 0 
33047 1986 8 9 9 30 0 10.85 -62.35 88 0 0 0 0 0 
33074 1986 8 12 21 7 0 10.82 -61.9 121 4.1 0 4.2 0 0 
33086 1986 8 14 17 4 0 10.92 -62.28 3 0 0 0 0 0 
33103 1986 8 17 15 31 0 11.17 -61.23 5 0 0 0 0 0 
33105 1986 8 17 20 54 0 11.06 -61.94 47 0 0 4.2 0 0 
33111 1986 8 18 18 20 0 6.78 -72.94 1 4.6 3.5 0 0 0 
33112 1986 8 18 20 55 0 10.35 -66.99 10 4.6 4.5 4.8 0 0 
33127 1986 8 21 1 23 0 7.94 -72.95 0 4.5 3.3 0 0 0 
33162 1986 8 25 17 25 0 10.24 -67.09 9 4.7 4.3 0 0 0 
33165 1986 8 26 3 20 0 10.74 -62.94 10 4 0 3.9 0 0 
33166 1986 8 26 3 36 0 10.16 -67.04 10 0 0 0 0 0 
33200 1986 9 2 17 21 0 10.48 -62.23 2 0 0 0 0 0 
33225 1986 9 7 0 8 0 6.79 -73 1 4 2.7 0 0 0 
33237 1986 9 8 6 3 0 6.83 -73.09 1 4.3 3 4.6 0 0 
33273 1986 9 11 22 4 0 10.43 -61.26 32 0 0 0 0 0 
33275 1986 9 12 0 34 0 10.92 -69.35 21 4.5 3.9 0 0 0 
33334 1986 9 19 0 7 0 10.56 -62.17 0 0 0 0 0 0 
33349 1986 9 20 5 54 0 8.5 -73.5 0 4.3 3.1 3.1 0 0 
33391 1986 9 24 9 17 0 11 -61.97 52 0 0 0 0 0 
33410 1986 9 26 22 13 0 10.72 -62.57 95 0 0 0 0 0 
33465 1986 9 30 17 16 0 6.84 -73.17 1 4.6 3.5 0 0 0 
33473 1986 10 1 10 38 0 6.89 -73.22 1 4.6 3.5 0 0 0 
33479 1986 10 1 22 32 0 8.76 -61.7 92 0 0 0 0 0 
33484 1986 10 2 6 1 0 11.15 -61.49 46 0 0 4.1 0 0 
33547 1986 10 7 4 14 0 11.83 -61.76 100 0 0 3.4 0 0 
33552 1986 10 7 6 42 0 6.82 -73.03 1 4.9 3.9 0 0 0 
33599 1986 10 10 3 3 0 11.07 -62.16 77 0 0 0 0 0 
33634 1986 10 12 9 16 0 10.98 -61.78 33 0 0 0 0 0 
33645 1986 10 13 2 13 0 10.4 -60.45 66 0 0 0 0 0 
33725 1986 10 17 16 45 0 6.81 -73.03 1 5 4.1 0 0 0 
33803 1986 10 21 15 57 0 10.38 -62.59 46 4.9 0 4.2 0 0 
33816 1986 10 22 6 3 0 10.95 -62.66 114 0 0 3.8 0 0 
33825 1986 10 22 12 32 0 10.85 -62.17 78 0 0 0 0 0 
33846 1986 10 24 12 42 0 6.99 -73.3 1 5.1 4.2 0 0 0 
33860 1986 10 25 16 19 0 10.93 -61.13 33 0 0 0 0 0 
33861 1986 10 25 16 27 0 10.5 -63.25 30 0 0 4.3 0 0 
33881 1986 10 26 21 20 0 11.36 -61.98 116 0 0 0 0 0 
33891 1986 10 27 8 56 0 10.94 -61.17 43 0 0 0 0 0 
33918 1986 10 28 15 22 0 11.05 -62.46 91 0 0 0 0 0 
33930 1986 10 29 9 26 0 10.67 -62.28 17 0 0 0 0 0 
33968 1986 10 31 7 5 0 6.79 -73.01 1 5.1 4.2 0 0 0 
34032 1986 11 4 3 46 0 8.62 -72.99 0 4.4 3.2 0 0 0 
34068 1986 11 6 7 38 0 10.62 -62.68 35 0 0 3.6 0 0 
34088 1986 11 7 9 7 0 10.6 -61.67 10 0 0 4.4 0 0 
34107 1986 11 9 13 34 0 11.07 -60.78 5 0 0 2.6 0 0 
34109 1986 11 9 18 10 0 6.83 -73.02 1 4.3 3 0 0 0 
34136 1986 11 13 18 42 0 11.23 -62 59 0 0 0 0 0 
34148 1986 11 14 17 26 0 10.75 -63.24 10 4.9 4.2 5 0 0 
34153 1986 11 15 15 54 0 11.01 -62.48 0 0 0 4.2 0 0 
34155 1986 11 15 20 3 0 10.85 -61.65 10 0 0 0 0 0 
34165 1986 11 17 12 36 0 10.65 -63.18 10 0 0 4.3 0 0 
34176 1986 11 18 7 40 0 11.23 -60.82 26 0 0 0 0 0 
34180 1986 11 18 19 51 0 6.77 -72.99 1 4.7 3.6 0 0 0 
34220 1986 11 25 6 24 0 10.87 -61.89 128 0 0 0 0 0 
34225 1986 11 25 19 15 0 10.99 -61.58 13 0 0 0 0 0 
34229 1986 11 26 14 47 0 12.95 -60.12 86 0 0 4.1 0 0 
34266 1986 11 30 23 12 0 10.69 -62.45 59 0 0 4 0 0 
34273 1986 12 1 9 21 0 6.9 -73.26 1 5.1 4.2 0 0 0 
34355 1986 12 13 2 26 0 12.12 -70.29 0 5.1 4.2 0 0 0 
34356 1986 12 13 2 26 0 12.12 -70.29 33 5.1 0 0 0 0 
34363 1986 12 14 1 35 0 6.72 -73.31 1 4 2.7 0 0 0 
34370 1986 12 15 5 16 0 10.34 -61.01 33 0 0 0 0 0 
34379 1986 12 16 16 21 0 10.89 -61.97 132 4.1 0 4.1 0 0 
34414 1986 12 21 8 57 0 11.12 -62.13 91 0 0 0 0 0 
34442 1986 12 26 9 44 0 10.72 -60.83 18 0 0 0 0 0 
34448 1986 12 27 23 46 0 6.83 -73.06 1 4.4 3.2 0 0 0 
34479 1987 1 2 1 15 0 10.28 -61.99 19 0 0 3.3 0 0 
34484 1987 1 2 17 6 0 10.59 -60.6 7 0 0 3.2 0 0 
34495 1987 1 4 23 44 0 10.54 -61.59 37 0 0 0 0 0 
34498 1987 1 5 9 39 0 11.24 -61.96 91 0 0 0 0 0 
34525 1987 1 8 23 6 0 11.17 -62.6 10 0 0 3.1 0 0 
34550 1987 1 14 9 4 0 10.59 -61.43 26 0 0 0 0 0 
34561 1987 1 15 16 5 0 11.1 -62.3 85 0 0 0 0 0 
34580 1987 1 18 23 6 0 11.29 -61.72 70 0 0 0 0 0 
34600 1987 1 21 12 13 0 10.93 -61.34 16 0 0 2.4 0 0 
34610 1987 1 23 2 43 0 10.78 -61.34 25 0 0 0 0 0 
34613 1987 1 23 22 32 0 11.09 -61.03 44 0 0 0 0 0 
34687 1987 1 31 6 31 0 11.39 -61.3 27 0 0 0 0 0 
34736 1987 2 7 22 32 0 10.51 -62.78 48 4.8 4.8 5 0 0 
34738 1987 2 8 0 23 0 10.29 -62.47 10 0 0 0 0 0 
34739 1987 2 8 1 3 0 11.01 -62.55 30 0 0 3.2 0 0 
34740 1987 2 8 1 51 0 10.78 -62.58 16 0 0 3.1 0 0 
34741 1987 2 8 2 47 0 10.48 -62.42 3 0 0 0 0 0 
34746 1987 2 10 3 40 0 12.55 -59.35 46 0 0 4 0 0 
34749 1987 2 10 13 26 0 11.12 -62.56 77 0 0 3.4 0 0 
34759 1987 2 12 12 10 0 10.7 -62.6 93 4.4 0 4 0 0 
34760 1987 2 12 12 47 0 10.34 -63.12 108 0 0 4 0 0 
34769 1987 2 14 6 44 0 10.42 -61.73 80 0 0 4.3 0 0 
34775 1987 2 14 18 43 0 10.69 -63.05 0 0 0 3.2 0 0 
34789 1987 2 16 13 6 0 11.27 -61.81 64 0 0 0 0 0 
34808 1987 2 19 6 13 0 11.19 -62.35 18 0 0 2.9 0 0 
34809 1987 2 19 6 20 0 11.15 -62.37 12 0 0 3.2 0 0 
34816 1987 2 21 10 57 0 11.27 -60.79 6 0 0 0 0 0 
34824 1987 2 23 9 8 0 10.97 -62.41 78 0 0 4 0 0 
34843 1987 2 26 5 39 0 6.82 -73.03 1 4.4 3.2 0 0 0 
34851 1987 2 27 7 10 0 11.06 -71.87 33 0 0 0 0 0 
34860 1987 3 1 9 47 0 11.27 -60.26 26 0 0 0 0 0 
34861 1987 3 1 12 42 0 6.91 -72.9 1 4.3 3 0 0 0 
34873 1987 3 3 17 19 0 8.56 -61.18 35 0 0 0 0 0 
34889 1987 3 5 22 46 0 10.8 -61.72 39 0 0 0 0 0 
34900 1987 3 6 8 29 0 10.8 -61.85 56 0 0 4 0 0 
34904 1987 3 6 13 58 0 6.78 -73.04 1 4.9 3.9 0 0 0 
34908 1987 3 7 0 23 0 6.8 -72.95 1 4.5 3.3 4.8 0 0 
34909 1987 3 7 1 37 0 6.8 -73.02 1 4.7 3.6 0 0 0 
34946 1987 3 11 0 10 0 11.76 -60.93 26 0 0 0 0 0 
34952 1987 3 11 17 29 0 10.86 -62.21 81 0 0 2.9 0 0 
34955 1987 3 12 6 2 0 10.51 -61.23 31 0 0 0 0 0 
34961 1987 3 12 14 11 0 10.73 -61.68 34 0 0 0 0 0 
34972 1987 3 14 9 45 0 10.8 -62.35 0 0 0 0 0 0 
34974 1987 3 14 20 34 0 11.06 -61.57 35 0 0 0 0 0 
34982 1987 3 15 21 50 0 11.12 -60.94 8 0 0 0 0 0 
34994 1987 3 18 16 56 0 10.92 -62.28 100 0 0 4 0 0 
35003 1987 3 20 14 33 0 6.82 -72.97 1 4.3 3 0 0 0 
35005 1987 3 20 15 42 0 11.07 -62.02 86 0 0 0 0 0 
35011 1987 3 21 23 2 0 11.23 -61.97 96 0 0 0 0 0 
35014 1987 3 22 7 17 0 6.79 -73.02 1 4.6 3.5 0 0 0 
35022 1987 3 23 11 13 0 10.45 -60.85 37 0 0 0 0 0 
35023 1987 3 23 19 6 0 10.1 -72.75 33 0 0 0 0 0 
35028 1987 3 24 6 53 0 10.53 -61.22 44 0 0 2.2 0 0 
35038 1987 3 26 11 40 0 9.88 -61.02 89 0 0 4 0 0 
35051 1987 3 29 9 11 0 11.73 -61.88 56 0 0 3 0 0 
35055 1987 3 29 22 27 0 6.32 -72.97 1 4.1 2.8 0 0 0 
35071 1987 4 2 0 26 0 10.65 -62.09 81 0 0 0 0 0 
35090 1987 4 4 21 30 0 11.08 -61.35 0 0 0 0 0 0 
35092 1987 4 5 6 9 0 11.36 -62.12 27 0 0 3 0 0 
35094 1987 4 5 11 36 0 11.37 -62.22 140 0 0 0 0 0 
35097 1987 4 6 0 30 0 10.47 -62.13 0 0 0 0 0 0 
35098 1987 4 6 2 50 0 10.2 -60.94 55 0 0 0 0 0 
35104 1987 4 6 19 33 0 11.08 -61.88 102 0 0 0 0 0 
35106 1987 4 7 6 55 0 10.33 -62.19 60 0 0 2.5 0 0 
35107 1987 4 7 8 38 0 10.37 -61.75 0 0 0 2.7 0 0 
35117 1987 4 9 14 13 0 6.88 -72.97 1 4.6 3.5 0 0 0 
35126 1987 4 11 18 17 0 6.69 -72.77 2 4.5 3.3 4.8 0 0 
35131 1987 4 12 10 30 0 7.86 -73.18 1 4.5 3.3 0 0 0 
35140 1987 4 13 20 37 0 10.48 -61.56 38 0 0 2.2 0 0 
35146 1987 4 15 8 19 0 10.56 -62.24 86 0 0 0 0 0 
35160 1987 4 17 10 22 0 10.85 -61.71 10 0 0 0 0 0 
35167 1987 4 18 23 15 0 10.94 -62.4 98 4.7 0 4.9 0 0 
35171 1987 4 19 18 49 0 10.87 -61.56 33 0 0 0 0 0 
