ano mes dia hh min seg lat  long  prof age  mag
1989 09 30 13 08 23.8   8.531 -71.410   5.9  FUNV 3.6
1989 10 03 12 30 37.2   8.507 -73.138  12.4  FUNV 4.3
1989 10 04 21 48 39.2  10.563 -66.868   0.1  FUNV 2.2
1989 10 05 04 51 12.9   9.878 -68.982  11.4  FUNV 3.8
1989 10 11 10 09 27.5  10.720 -69.076   0.1  FUNV 3.2
1989 10 12 21 33 38.2   9.688 -69.773  14.5  FUNV 4.0
1989 10 23 04 42 52.9   9.475 -70.294  22.1  FUNV 3.7
1989 10 25 02 35 38.8  11.127 -68.054  15.4  FUNV 2.6
1989 10 25 15 06 46.6   8.843 -70.880   0.3  FUNV 4.1
1989 10 27 08 24 24.5   6.915 -73.089 200.0  FUNV 4.7
1989 10 28 05 19 36.1   9.654 -69.728   0.5  FUNV 3.3
1989 10 28 17 48 13.4   9.796 -63.129  19.8  FUNV 3.9
1989 10 28 22 52 37.7   9.733 -69.810   0.1  FUNV 3.4
1989 10 30 00 26 17.4  11.674 -64.966  24.0  FUNV 0.0
1989 10 30 21 43 11.3  11.189 -68.163   0.6  FUNV 3.4
1989 10 30 21 50 08.1  11.159 -68.172   0.1  FUNV 3.2
1989 11 22 22 02 15.8  10.613 -67.140  16.8  FUNV 2.4
1989 12 16 20 28 41.7   6.532 -72.131  19.5  FUNV 4.8
1989 12 17 21 34 35.4  10.697 -66.598   8.5  FUNV 2.0
1989 12 20 04 42 06.5   9.094 -70.070  10.2  FUNV 4.0
1989 12 22 02 07 48.2   8.021 -71.798   0.1  FUNV 4.0
1989 12 28 09 31 50.6  10.080 -68.023  11.9  FUNV 3.2
