ano mes dia hh min seg lat  long  prof age  mag
1982 01 01 01 44 39.8   8.222 -71.235  27.1  FUNV 3.7
1982 01 02 00 08 48.6  11.149 -67.362  10.0  FUNV 2.0
1982 01 02 00 27 31.6  11.755 -65.918  58.0  FUNV 2.0
1982 01 02 00 30 48.6  11.126 -61.671  23.0   ISC 0.0
1982 01 04 02 18 18.2   6.699 -72.878 152.0  FUNV 0.0
1982 01 04 16 28 05.8  11.860 -67.310  17.8  FUNV 2.1
1982 01 05 01 00 59.5  11.492 -59.075  40.0   ISC 0.0
1982 01 05 06 42 32.7  10.723 -65.453   3.0  FUNV 2.1
1982 01 06 17 32 09.1   8.033 -72.959 160.0  FUNV 4.3
1982 01 07 14 23 11.1   6.522 -72.064 153.7  FUNV 4.0
1982 01 07 16 28 05.6  10.152 -71.787  39.2  FUNV 3.9
1982 01 07 17 14 04.7   9.882 -67.040   0.0  FUNV 2.6
1982 01 09 13 52 51.7  11.192 -62.055 150.8   ISC 0.0
1982 01 09 15 28 36.3  10.300 -60.970  61.0   ISC 3.1
1982 01 09 23 09 25.4  10.957 -68.028  31.4  FUNV 3.3
1982 01 10 08 10 07.0  13.791 -60.301  44.0 SISRA 0.0
1982 01 10 21 40 15.2  11.058 -61.889  65.0   ISC 0.0
1982 01 11 01 04 29.5   6.689 -72.346 159.4  FUNV 0.0
1982 01 11 09 43 27.5   6.456 -72.084 133.9  FUNV 0.0
1982 01 11 13 05 15.4   6.788 -72.299 181.7  FUNV 0.0
1982 01 11 15 31 47.6   9.966 -67.208  14.6  FUNV 2.1
1982 01 12 05 03 60.1   9.527 -69.205   8.0  FUNV 4.1
1982 01 12 07 09 53.5  10.296 -67.729  37.2  FUNV 3.0
1982 01 13 06 16 24.5  10.790 -62.040 131.0  ISC  3.1
1982 01 13 17 27 35.4   8.918 -71.136   0.1  FUNV 3.7
1982 01 14 10 41 43.9  10.212 -65.763  39.0  FUNV 3.2
1982 01 15 03 59 18.6   9.260 -69.983  12.6  FUNV 5.1
1982 01 15 04 50 60.0   9.300 -69.987  10.0  FUNV 2.8
1982 01 16 08 37 59.0  13.181 -61.429  55.1   ISC 0.0
1982 01 17 13 41 42.0  11.364 -60.303  30.0   ISC 0.0
1982 01 18 04 27 38.0   9.860 -66.664  35.2  FUNV 2.1
1982 01 18 21 57 26.0  10.408 -67.056  25.0  FUNV 2.3
1982 01 19 00 12 49.4  10.217 -72.599  10.0  FUNV 3.6
1982 01 19 07 56 19.1  10.906 -61.980  18.0   ISC 0.0
1982 01 20 15 15 49.1  13.763 -60.472  77.9   ISC 5.1
1982 01 21 08 22 27.3   9.649 -69.999   8.0  FUNV 3.5
1982 01 23 10 28 55.0   9.600 -69.772  29.8  FUNV 0.0
1982 01 23 14 10 27.9   8.633 -70.935  27.8  FUNV 3.4
1982 01 23 20 48 58.0  11.239 -60.925  78.0   ISC 0.0
1982 01 24 01 23 19.9  13.758 -60.153  35.0   ISC 0.0
1982 01 25 10 52 41.5  10.358 -69.233  26.3  FUNV 3.3
1982 01 27 01 44 29.3   9.840 -61.380  60.0   ISC 3.2
1982 01 27 01 48 07.8   8.979 -70.577  10.0  FUNV 2.6
1982 01 27 15 10 55.0   8.726 -70.602  10.0  FUNV 2.8
1982 01 28 00 00 52.2  11.520 -61.500  40.0  ISC  2.8
1982 01 29 21 50 33.4  10.348 -66.801  15.0  FUNV 2.0
1982 01 30 08 38 53.7   9.630 -62.010  89.0  ISC  3.3
1982 01 31 20 27 07.3   8.970 -71.151  25.0  FUNV 3.0
1982 02 01 14 02 38.7  10.905 -69.155  38.7  FUNV 3.6
1982 02 05 21 23 56.6   9.957 -70.156   1.9  FUNV 3.0
1982 02 05 15 29 21.1   9.921 -70.086  15.0  FUNV 3.0
1982 02 07 02 35 01.7   8.829 -71.110   3.5  FUNV 4.7
1982 02 08 12 42 37.8  12.970 -61.380 112.0   ISC 3.1
1982 02 08 22 00 05.1   8.425 -70.286  10.0  FUNV 2.8
1982 02 11 08 40 45.8   6.772 -73.003 173.0   ISC 4.7
1982 02 12 03 43 50.0  10.710 -62.519  86.7   ISC 0.0
1982 02 12 11 03 15.3   9.829 -70.764  10.0  FUNV 2.6
1982 02 12 17 29 45.7   6.644 -72.892 181.1   ISC 4.6
1982 02 13 12 52 24.6   8.467 -70.910   4.7  FUNV 3.1
1982 02 16 07 53 03.4  11.629 -61.723  89.0   ISC 0.0
1982 02 16 08 32 08.7   6.764 -73.042 172.1   ISC 4.5
1982 02 19 22 54 21.9  10.131 -67.682  25.0  FUNV 3.7
1982 02 19 23 00 11.5  10.051 -67.677  10.0  FUNV 2.8
1982 02 20 16 44 04.4  10.968 -62.412 121.3   ISC 0.0
1982 02 22 00 53 08.8   9.527 -70.335   2.3  FUNV 2.2
1982 02 22 02 06 13.5   6.877 -73.100 163.5   ISC 4.4
1982 02 22 19 59 03.0  11.398 -65.870  29.2  FUNV 3.8
1982 02 23 12 24 00.1  10.827 -62.338  75.0   ISC 0.0
1982 02 23 20 07 30.7   6.727 -73.009 175.1   ISC 4.7
1982 02 27 22 16 48.1  11.901 -61.060  31.0   ISC 0.0
1982 03 06 05 52 20.0  10.685 -65.843  30.4  FUNV 3.5
1982 03 07 14 25 44.6  10.800 -61.590  25.0   ISC 2.6
1982 03 07 20 00 18.2  10.472 -67.017  30.0  FUNV 2.0
1982 03 09 12 21 52.2   6.757 -72.957 169.9   ISC 4.7
1982 03 09 14 10 14.4  10.800 -62.420  79.0   ISC 3.5
1982 03 09 15 04 23.8   6.784 -73.024 169.9   ISC 4.5
1982 03 10 23 23 39.4  10.968 -61.322  31.5   ISC 0.0
1982 03 11 03 19 53.3  13.111 -59.045  92.0   ISC 0.0
1982 03 11 06 44 06.0  10.710 -62.420  39.0   ISC 2.9
1982 03 14 12 03 16.3  10.649 -62.392  45.0  FUNV 3.0
1982 03 18 02 11 49.9  10.495 -62.402  58.2   ISC 4.7
1982 03 18 09 45 29.3  11.250 -62.030  53.0   ISC 3.3
1982 03 18 10 52 02.0  10.290 -62.060 125.0   ISC 3.1
1982 03 19 09 09 50.5  11.570 -61.630  40.0   ISC 3.1
1982 03 22 15 44 24.4  10.950 -62.430  90.0   ISC 3.3
1982 03 24 19 09 46.3  11.700 -62.230  40.0   ISC 3.3
1982 03 25 22 14 40.7  10.098 -67.149  25.5  FUNV 2.3
1982 03 26 13 41 11.9  11.152 -62.221 119.8   ISC 0.0
1982 03 27 20 53 20.3  11.934 -61.001  18.6   ISC 0.0
1982 04 02 09 08 26.0  10.870 -62.450  98.0   ISC 3.4
1982 04 02 15 41 25.9  10.352 -66.883  25.0  FUNV 2.2
1982 04 02 02 30 56.5   9.014 -70.601  10.0  FUNV 3.4
1982 04 03 06 10 26.9  11.600 -61.590  90.0   ISC 3.1
1982 04 05 01 12 40.3   6.811 -73.023 169.6   ISC 3.9
1982 04 05 02 05 03.7  14.819 -61.996  25.0  FUNV 0.0
1982 04 05 02 41 07.4   9.611 -62.569   9.1  FUNV 4.0
1982 04 05 06 34 11.9   9.237 -62.558  25.0  FUNV 3.8
1982 04 06 21 43 02.4  11.530 -65.699  50.5  FUNV 2.5
1982 04 10 19 26 15.5  10.847 -67.600  20.0  FUNV 2.3
1982 04 10 23 43 27.9  13.720 -60.131  33.0   ISC 0.0
1982 04 12 16 27 06.6   9.790 -67.112  15.0  FUNV 2.0
1982 04 13 14 00 46.1  11.640 -61.570  83.0   ISC 2.6
1982 04 18 13 27 14.5   9.944 -68.122  31.1  FUNV 4.0
1982 04 19 05 20 26.1  10.558 -65.735  33.5  FUNV 2.2
1982 04 20 01 40 16.3  11.053 -62.551  35.0  FUNV 3.0
1982 04 21 10 57 18.4   6.834 -73.033 166.8   ISC 4.4
1982 04 23 23 12 35.6  11.280 -62.140  89.0   ISC 3.0
1982 04 25 12 19 41.0  11.040 -62.180  65.0   ISC 3.1
1982 04 29 01 35 21.3   6.822 -73.075 169.5   ISC 4.2
1982 04 29 11 51 10.4  10.855 -62.269  88.0   ISC 4.2
1982 04 30 05 57 42.6  13.359 -60.387 103.0   ISC 0.0
1982 05 01 14 59 06.0   6.784 -73.045 165.0   ISC 4.5
1982 05 02 20 05 34.8  10.380 -61.590  44.0   ISC 2.7
1982 05 03 03 25 52.1  11.487 -69.159  60.0  FUNV 0.0
1982 05 04 00 21 10.3  11.298 -62.228 183.8   ISC 0.0
1982 05 06 06 00 21.0  10.042 -62.026  19.0   ISC 0.0
1982 05 10 01 25 57.3  10.698 -62.505  99.7   ISC 5.2
1982 05 11 14 12 33.8  10.760 -62.400  54.0   ISC 3.0
1982 05 14 03 33 21.0  10.850 -62.320  42.0   ISC 3.0
1982 05 14 08 01 52.0  10.619 -63.419  35.0  FUNV 2.7
1982 05 14 16 55 01.4  10.950 -62.140  81.0   ISC 3.1
1982 05 15 03 48 04.1   6.868 -73.120 163.9   ISC 4.6
1982 05 22 02 32 54.3  11.212 -61.377   4.0   ISC 0.0
1982 05 22 03 00 36.4  11.185 -62.673  51.0   ISC 0.0
1982 05 24 08 55 50.2  11.193 -60.785  13.5   ISC 4.1
1982 05 24 23 20 20.0   6.877 -73.071 159.9   ISC 4.8
1982 05 25 06 59 55.5   8.650 -70.725  47.9   ISC 4.4
1982 05 27 11 26 06.6   8.749 -70.887  14.3   ISC 4.7
1982 05 29 19 55 57.0  10.880 -62.222 117.3   ISC 0.0
1982 05 31 22 28 14.1  13.803 -60.276  30.0   ISC 0.0
1982 06 01 19 10 29.3   6.758 -73.021 164.5   ISC 4.8
1982 06 02 13 31 58.5  10.805 -62.282 129.0   ISC 0.0
1982 06 06 22 49 58.7  11.347 -62.110 133.0   ISC 0.0
1982 06 12 12 30 24.2  11.874 -61.486 105.0   ISC 0.0
1982 06 13 11 07 44.0  11.410 -62.069  94.0   ISC 0.0
1982 06 13 17 02 13.3  10.653 -62.004  54.0   ISC 0.0
1982 06 16 13 36 06.3  10.996 -62.450 108.4   ISC 3.8
1982 06 16 16 49 11.2  10.809 -62.186  82.0   ISC 0.0
1982 06 16 20 12 41.1  11.646 -61.643  96.0   ISC 0.0
1982 06 17 23 42 31.2  10.211 -69.820  25.0  FUNV 3.8
1982 06 20 02 11 28.1  12.173 -66.834  33.3  FUNV 2.4
1982 06 20 10 10 40.5  12.302 -66.897  26.8  FUNV 2.3
1982 06 23 22 45 19.9  10.751 -62.389  74.0   ISC 0.0
1982 06 24 23 34 03.2   9.771 -73.499 102.9   ISC 4.2
1982 06 26 18 23 51.8  11.048 -62.046  81.0   ISC 0.0
1982 06 27 05 30 45.0  11.260 -62.290  25.0   ISC 3.0
1982 06 28 17 53 21.2   6.908 -73.174 155.6   ISC 4.2
1982 06 30 10 04 18.4  11.006 -61.840  70.6   ISC 0.0
1982 07 01 00 56 42.2  10.713 -61.174  40.0   ISC 0.0
1982 07 04 06 16 05.6   7.703 -72.121  26.8   ISC 5.5
1982 07 05 03 22 49.2  13.210 -61.630 172.0   ISC 3.3
1982 07 05 12 06 46.7   9.640 -61.070  50.0   ISC 2.4
1982 07 05 18 25 20.1  11.030 -61.470  31.0   ISC 2.3
1982 07 06 00 13 16.0  11.000 -63.070 125.0   ISC 2.8
1982 07 09 14 47 04.2   6.777 -73.062 168.1   ISC 4.2
1982 07 12 00 00 11.1  10.345 -67.344  45.0  FUNV 2.9
1982 07 12 13 35 41.5   4.339 -73.531  16.4   ISC 0.6
1982 07 12 23 56 28.6  10.360 -67.157   5.0  FUNV 2.4
1982 07 13 04 10 32.0  10.410 -61.490  15.0   ISC 1.8
1982 07 13 19 47 50.2  10.317 -66.772  23.9  FUNV 2.0
1982 07 16 00 48 54.9   6.821 -72.904 167.1   ISC 4.3
1982 07 16 05 06 01.3  11.040 -60.110  37.0   ISC 3.1
1982 07 16 07 08 26.7  10.292 -67.437   8.0  FUNV 3.4
1982 07 17 22 24 14.8   6.801 -73.064 167.5   ISC 4.9
1982 07 18 04 33 07.2  10.910 -62.280  88.0   ISC 2.9
1982 07 19 08 46 23.9  10.815 -61.679  23.4   ISC 0.0
1982 07 19 22 00 54.7  10.780 -62.290  81.0   ISC 2.8
1982 07 20 19 06 26.7   6.776 -73.001 170.2   ISC 4.1
1982 07 22 00 59 11.4  10.471 -63.078  35.0  FUNV 3.1
1982 07 22 01 17 24.5  10.757 -62.882  50.0  FUNV 2.5
1982 07 25 01 25 25.6  10.466 -69.258   3.4  FUNV 2.7
1982 07 26 08 30 09.8  10.874 -68.109  24.0  FUNV 2.5
1982 07 26 08 31 20.3  11.088 -67.882  26.0  FUNV 2.8
1982 07 26 12 03 19.6  10.480 -60.980  34.0   ISC 2.1
1982 07 26 16 00 35.7  10.466 -66.814   8.0  FUNV 2.0
1982 07 28 18 48 17.7  10.561 -63.390  32.4  FUNV 2.1
1982 07 28 21 17 17.0  10.918 -68.116  35.0  FUNV 2.6
1982 07 29 01 07 33.2   9.192 -64.193  14.3  FUNV 3.1
1982 07 31 17 54 51.8  11.931 -61.802 125.0   ISC 0.0
1982 08 01 11 06 18.0  10.650 -59.690  37.0   ISC 3.2
1982 08 01 20 33 08.0  10.845 -61.163  19.2   ISC 0.0
1982 08 03 22 08 09.3  10.750 -61.120  39.0   ISC 2.5
1982 08 04 01 12 14.6  10.453 -62.097   2.0   ISC 0.0
1982 08 04 06 43 43.8  10.030 -67.957  33.9  FUNV 2.0
1982 08 04 08 23 33.8   9.836 -67.919  35.8  FUNV 2.0
1982 08 04 13 52 54.1   9.393 -69.535  33.9  FUNV 2.8
1982 08 04 20 56 44.6  10.510 -62.610  75.0   ISC 3.2
1982 08 05 00 11 50.2  11.571 -60.075  29.0   ISC 0.0
1982 08 06 08 37 18.9  10.936 -67.936  19.7   FUN 3.1
1982 08 06 14 57 12.7  11.880 -61.730 101.0   ISC 3.1
1982 08 06 19 01 06.8  10.018 -69.613  19.4  FUNV 2.7
1982 08 07 11 50 27.7  10.590 -66.978  15.3  FUNV 2.5
1982 08 08 04 44 28.1  11.074 -62.108  78.0   ISC 0.0
1982 08 08 08 29 36.4  11.027 -62.038  62.8   ISC 0.0
1982 08 08 15 06 46.6  10.720 -59.890  52.0   ISC 3.5
1982 08 10 08 24 00.0  10.684 -62.569 104.0   ISC 4.8
1982 08 11 01 14 13.9   5.026 -73.129  33.0   ISC 3.9
1982 08 11 18 15 48.4   9.986 -67.202  16.1  FUNV 2.0
1982 08 11 20 53 00.2  10.340 -67.804  25.0  FUNV 2.0
1982 08 13 21 16 49.2  10.904 -62.134  91.0   ISC 0.0
1982 08 14 03 48 52.7  11.222 -61.600  15.0   ISC 0.0
1982 08 15 07 26 28.3   6.738 -73.014 172.2   ISC 4.9
1982 08 15 07 54 36.7  10.698 -67.866  38.8  FUNV 3.0
1982 08 18 14 05 09.8  10.521 -61.410  24.0   ISC 0.0
1982 08 19 04 32 12.9  11.010 -62.200  99.0   ISC 2.9
1982 08 19 04 44 41.4  10.990 -62.290  89.0   ISC 3.1
1982 08 20 07 44 11.9   9.243 -70.424  37.4  FUNV 3.4
1982 08 21 06 49 55.0  12.374 -68.234  60.0  FUNV 0.0
1982 08 23 19 05 17.9  13.551 -61.133 137.1   ISC 3.6
1982 08 24 15 53 22.2  10.530 -66.839  27.5  FUNV 2.0
1982 08 24 19 57 51.0  11.290 -62.030 126.0   ISC 3.1
1982 08 26 07 47 32.8   6.790 -73.014 172.0   ISC 4.3
1982 08 28 00 45 29.4   6.766 -72.988 170.9   ISC 4.2
1982 08 28 05 58 55.8   7.414 -71.908  63.6   ISC 4.1
1982 08 28 14 32 08.2  10.750 -62.410  47.0   ISC 2.7
1982 08 29 17 19 02.5  10.480 -60.650  45.0   ISC 2.8
1982 08 30 04 40 31.9   9.294 -70.405  12.2  FUNV 3.7
1982 09 04 19 34 24.4  10.495 -66.463  18.3  FUNV 0.0
1982 09 04 23 54 31.3  11.224 -60.814   4.0    SC 0.0
1982 09 06 10 57 35.0  11.730 -66.561  28.3  FUNV 2.6
1982 09 06 18 05 21.7  10.967 -62.373 109.0   ISC 0.0
1982 09 08 01 55 47.8  12.480 -70.232  33.0  FUNV 0.0
1982 09 09 14 28 41.4  11.378 -62.010 120.9   ISC 0.0
1982 09 13 17 52 04.7  11.238 -60.868   1.0   ISC 0.0
1982 09 14 20 05 54.4  13.190 -60.440  22.0   ISC 0.0
1982 09 16 00 18 49.6  10.553 -62.785 104.1   ISC 4.3
1982 09 16 00 19 01.7  10.603 -63.673  58.6  FUNV 3.6
1982 09 16 00 41 02.2  10.831 -62.208  76.0   ISC 0.0
1982 09 20 16 26 43.8  11.251 -60.773   1.1   ISC 5.2
1982 09 20 16 27 48.0  10.592 -60.987  33.0  FUNV 4.2
1982 09 21 08 27 18.0  10.277 -69.314  34.2  FUNV 3.0
1982 09 21 11 27 56.4  11.274 -60.789  10.3   ISC 0.0
1982 09 22 15 35 25.0   6.825 -73.064 171.2   ISC 4.3
1982 09 25 01 18 31.7   6.858 -73.153 167.4   ISC 4.5
1982 09 27 13 36 36.8  11.009 -62.430  60.0  FUNV 4.0
1982 10 07 12 50 50.7  10.776 -61.202  41.0   ISC 0.0
1982 10 11 05 11 41.0  11.180 -60.850  10.0   ISC 0.0
1982 10 13 13 44 31.4  10.120 -66.719  11.5  FUNV 2.1
1982 10 14 05 50 54.8  11.715 -69.037  45.0  FUNV 3.8
1982 10 14 17 16 55.2  10.935 -62.205  76.0   ISC 0.0
1982 10 18 07 54 57.7   9.618 -64.091  79.0  FUNV 2.4
1982 10 21 01 23 44.3  12.433 -60.303  75.3   ISC 4.5
1982 10 21 16 02 21.3   6.828 -73.037 164.5   ISC 4.7
1982 10 22 17 00 15.3  10.841 -65.855  10.0  FUNV 3.1
1982 10 24 13 24 17.9   6.780 -73.015 168.9   ISC 4.2
1982 10 25 17 06 54.9  11.318 -62.092 105.0   ISC 5.0
1982 10 26 15 55 32.5  10.141 -66.966  17.8  FUNV 2.0
1982 10 26 16 14 22.6   9.901 -67.242   5.0  FUNV 2.2
1982 10 30 00 40 36.3  11.284 -60.880   5.0   ISC 0.0
1982 11 01 02 45 01.1  10.483 -64.125  33.0  FUNV 3.0
1982 11 05 18 26 15.7   6.836 -72.984 173.6   ISC 4.4
1982 11 09 21 47 45.1  10.346 -66.834  12.3  FUNV 2.3
1982 11 11 01 01 41.2  10.625 -67.558  25.8  FUNV 2.9
1982 11 11 01 21 55.0  10.662 -67.519  25.2  FUNV 0.0
1982 11 11 02 51 16.1  10.648 -67.521  15.5  FUNV 3.0
1982 11 11 05 11 42.0  11.236 -60.894   5.0   ISC 0.0
1982 11 16 00 50 13.3   7.215 -72.343  49.3   ISC 4.9
1982 11 20 04 20 46.8  13.440 -60.380  17.0   ISC 0.0
1982 11 21 00 52 42.1  10.461 -68.975  23.4  FUNV 3.4
1982 11 23 17 27 55.7  10.453 -63.092  24.3  FUNV 4.2
1982 11 23 17 26 56.4  10.726 -63.015  42.9  FUNV 4.8
1982 11 25 18 01 03.9  11.116 -61.749  48.0   ISC 0.0
1982 11 27 12 13 04.1  10.736 -63.245  33.0   ISC 4.3
1982 11 27 20 44 04.9  11.298 -61.555   1.0   ISC 0.0
1982 11 28 02 27 54.8  10.374 -63.085  16.9  FUNV 3.1
1982 11 28 10 11 03.9  10.942 -61.577  17.0   ISC 0.0
1982 12 01 17 28 46.8   7.440 -72.515  79.0   ISC 4.7
1982 12 02 01 11 45.9  11.934 -61.981  61.0   ISC 0.0
1982 12 02 21 13 20.5  11.255 -61.729   5.0   ISC 0.0
1982 12 03 00 32 58.8  11.188 -60.845   9.1   ISC 0.0
1982 12 06 05 00 02.5  11.701 -61.065  67.0   ISC 0.0
1982 12 06 10 48 04.6  10.400 -68.859  21.6  FUNV 3.0
1982 12 07 01 10 45.1  10.938 -62.079  61.5   ISC 0.0
1982 12 11 10 18 37.3   8.647 -71.721  14.0   ISC 5.1
1982 12 11 10 19 40.0   8.560 -71.678  36.2  FUNV 4.4
1982 12 14 07 05 41.1  10.937 -62.150  51.4   ISC 0.0
1982 12 16 12 49 09.3  11.429 -59.063   5.0   ISC 0.0
1982 12 16 17 55 47.3  11.008 -68.967  51.6  FUNV 3.7
1982 12 22 06 16 25.5  12.647 -71.067 100.4   ISC 4.5
1982 12 23 22 47 02.4   6.872 -72.820 160.5   ISC 4.8                                    
1983 01 02 17 21 10.4   6.647 -73.025 163.0  FUNV 4.0
1983 01 03 23 45 23.4  10.059 -72.737   0.1  FUNV 0.0
1983 01 04 00 57 43.7  10.240 -70.399  11.7  FUNV 3.2
1983 01 04 21 50 21.5  10.335 -64.424   8.8  FUNV 3.1
1983 01 04 23 05 29.8   6.868 -72.949 192.3  FUNV 4.0
1983 01 06 08 23 05.2   6.761 -72.639 168.7  FUNV 4.6
1983 01 06 10 47 42.5  11.676 -65.102   5.2  FUNV 3.4
1983 01 09 18 43 42.3   9.878 -69.786  23.0  FUNV 3.4
1983 01 10 17 02 34.1   7.005 -72.447 175.7  FUNV 4.7
1983 01 10 19 16 55.1   9.752 -62.574   3.1  FUNV 3.9
1983 01 11 04 32 32.7  10.351 -63.464  13.1  FUNV 3.5
1983 01 12 08 24 03.5  10.661 -66.971  11.7  FUNV 2.5
1983 01 13 12 00 42.8  12.255 -73.570  27.6  FUNV 4.5
1983 01 13 12 09 08.3  12.257 -73.847  12.3  FUNV 3.9
1983 01 13 13 01 18.9  12.161 -74.117  11.7  FUNV 3.5
1983 01 14 09 59 29.1  12.169 -73.982   2.6  FUNV 0.0
1983 01 15 07 39 29.9   6.494 -73.026 149.4  FUNV 3.7
1983 01 16 09 11 11.3   6.702 -73.061 180.6  FUNV 3.9
1983 01 17 07 45 35.3   8.797 -70.956   1.6  FUNV 3.6
1983 01 17 20 45 44.7  10.473 -66.792  19.8  FUNV 2.5
1983 01 19 12 46 51.4  12.020 -70.098  60.0  FUNV 3.3
1983 01 20 02 33 38.2  10.268 -65.477   0.7  FUNV 2.6
1983 01 20 13 48 13.8  10.351 -62.013  10.2  FUNV 3.7
1983 01 21 06 17 48.4  11.436 -65.060  10.0  FUNV 3.6
1983 01 21 10 10 36.1  10.489 -68.150   5.3  FUNV 2.8
1983 01 21 11 10 38.0  10.175 -72.609   9.4  FUNV 4.3
1983 01 21 11 10 44.3  10.681 -72.062  23.0  FUNV 3.9
1983 01 21 14 43 03.4  10.636 -67.068   5.0  FUNV 3.3
1983 01 23 03 26 34.1  14.004 -60.421  52.0   ISC 0.0
1983 01 24 15 36 47.7  11.212 -61.997  85.6   ISC 0.0
1983 01 28 03 12 42.0  13.250 -61.180   5.0   ISC 0.0
1983 01 31 03 06 39.5  12.610 -59.510  51.5   ISC 0.0
1983 01 31 01 09 21.4   9.747 -69.486   3.1  FUNV 2.6
1983 01 31 13 24 12.3   8.926 -70.953   6.4  FUNV 3.7
1983 02 01 03 37 52.7  10.145 -69.860   0.1  FUNV 3.4
1983 02 01 09 33 53.7  10.051 -69.802  10.0  FUNV 3.7
1983 02 01 10 28 35.5   9.792 -69.864  21.2  FUNV 3.2
1983 02 01 10 33 44.6   9.713 -69.814  12.4  FUNV 3.0
1983 02 01 11 45 26.6   9.989 -69.803  17.1  FUNV 3.4
1983 02 01 13 17 08.7   9.835 -69.689  20.4  FUNV 3.0
1983 02 02 16 10 20.8  10.248 -67.859   1.2  FUNV 2.7
1983 02 02 23 28 15.7  11.884 -69.987   9.9  FUNV 3.3
1983 02 03 02 24 07.1   9.719 -69.578  12.3  FUNV 3.0
1983 02 03 08 14 40.0  10.647 -65.952  39.9  FUNV 2.4
1983 02 04 21 48 54.9  10.213 -62.765  22.8  FUNV 4.2
1983 02 04 21 54 58.5  13.519 -59.778   4.0   ISC 0.0
1983 02 05 05 48 48.4  10.907 -62.154  61.0   ISC 0.0
1983 02 09 00 47 33.9  12.222 -73.374  33.0   ISC 4.3
1983 02 09 17 03 13.0   9.853 -69.985  15.0  FUNV 3.5
1983 02 10 18 49 29.3  10.410 -67.912   3.1  FUNV 2.4
1983 02 11 02 20 18.4  11.550 -60.010  20.0   ISC 0.0
1983 02 13 07 04 31.6   9.418 -70.243   1.9  FUNV 0.0
1983 02 13 10 37 43.2  10.329 -62.467  11.4  FUNV 3.3
1983 02 14 16 11 14.7  10.829 -61.688  15.6  FUNV 3.1
1983 02 17 02 50 59.7  10.296 -62.757  19.0  FUNV 3.5
1983 02 17 05 13 53.6  10.520 -68.698   3.7  FUNV 2.6
1983 02 19 21 57 59.0  10.516 -62.276  13.9  FUNV 3.4
1983 02 21 19 19 06.7  10.633 -70.379   3.6  FUNV 3.5
1983 02 22 04 23 04.7   6.327 -72.724 152.6  FUNV 4.0
1983 02 23 16 19 52.8   9.855 -67.260   6.5  FUNV 2.8
1983 02 24 06 08 00.9  12.046 -67.965   7.9  FUNV 3.5
1983 02 26 10 00 19.2   8.795 -71.175  10.3  FUNV 3.4
1983 02 27 17 09 18.7  10.787 -62.168  11.2  FUNV 3.1
1983 03 01 13 04 01.1  11.055 -61.712  32.0   ISC 0.0
1983 03 02 07 02 07.4  10.113 -72.113  20.0  FUNV 3.6
1983 03 07 20 00 21.0  10.570 -67.035   1.1  FUNV 2.7
1983 03 07 23 14 11.3   6.874 -73.042 162.8   ISC 4.8
1983 03 08 07 22 11.1   6.863 -73.022 164.6   ISC 4.3
1983 03 08 17 06 37.5  10.897 -62.038  76.1  FUNV 5.9
1983 03 08 17 16 41.2  11.600 -62.250  37.0   ISC 0.0
1983 03 09 19 30 12.4   6.396 -72.686 152.9  FUNV 4.1
1983 03 12 13 09 31.9  11.065 -61.918  41.1   ISC 0.0
1983 03 12 18 47 46.5  10.346 -62.779   4.2  FUNV 3.9
1983 03 15 14 25 10.4   6.890 -73.109 163.0   ISC 4.0
1983 03 15 17 01 15.9   9.274 -70.209  12.9  FUNV 3.3
1983 03 15 21 03 09.6  10.329 -66.948   5.3  FUNV 2.7
1983 03 17 05 09 33.6   7.739 -73.621 161.0   ISC 4.3
1983 03 17 21 23 48.9  10.818 -68.193  32.1   FUN 3.0
1983 03 18 08 44 13.8  10.688 -68.999  17.5   FUN 2.6
1983 03 19 03 00 25.6  10.498 -63.217   0.1   FUN 3.9
1983 03 19 10 24 53.8   9.689 -63.181   6.2   FUN 0.0
1983 03 21 10 49 07.8  11.000 -61.290  23.0   ISC 0.0
1983 03 22 08 48 44.4  13.817 -60.326   8.0   ISC 0.0
1983 03 22 15 08 54.7  11.023 -62.012  50.0   ISC 0.0
1983 03 25 20 11 41.7  11.050 -62.330  83.0   ISC 0.0
1983 03 26 03 41 43.8  10.143 -67.085   1.9  FUNV 2.1
1983 03 26 09 20 14.6  11.215 -62.378  16.2  FUNV 4.1
1983 03 27 00 39 56.4  10.863 -69.003   0.1  FUNV 0.0
1983 03 29 00 29 17.3  10.511 -63.647   3.9  FUNV 2.6
1983 03 29 08 08 27.9   6.634 -71.623  33.0   ISC 3.7
1983 03 29 20 29 05.9   6.840 -73.074 166.5   ISC 4.3
1983 03 31 07 50 00.0   6.829 -73.014 164.0   ISC 4.5
1983 04 01 00 57 57.8   9.018 -70.862   0.8  FUNV 3.2
1983 04 02 02 20 35.8  11.295 -59.224  14.0   ISC 0.0
1983 04 08 02 19 28.5   6.646 -73.055 194.9   ISC 4.1
1983 04 11 08 06 04.2  10.454 -62.568   4.0  FUNV 4.1
1983 04 11 08 15 42.7  10.262 -62.455   6.1  FUNV 4.1
1983 04 11 08 18 10.1  10.351 -62.541  52.6  FUNV 5.1
1983 04 11 08 28 42.2  10.630 -61.700   5.0   ISC 0.0
1983 04 11 08 42 50.8   9.758 -62.064  33.0   ISC 4.2
1983 04 11 09 54 01.5  10.746 -62.547  23.8  FUNV 0.0
1983 04 11 11 25 31.2  10.639 -62.346   7.0   ISC 0.0
1983 04 11 21 29 26.9  10.540 -61.780   1.0   ISC 0.0
