fecha    hhmmss  lat  lon   prof   mag tmag age
1982/08/24 19:04:08.7000 10.65 -61.51 0 3.0 MB ISCCD
1982/08/23 19:05:19.4000 13.56 -61.18 129 4.0 MB ISCCD
1982/08/23 19:05:17.9200 13.551 -61.133 137.1 3.6 MB ISCCD
1982/08/19 04:44:41.4000 10.99 -62.29 89 3.1 MB ISCCD
1982/08/19 04:32:12.9000 11.01 -62.2 99 2.9 MB ISCCD
1982/08/18 14:05:10.0000 10.52 -61.41 24 2.6 MB ISCCD
1982/08/15 07:26:37.7000 7.47 -72.73 156 4.6 MB ISCCD
1982/08/15 07:26:28.3200 6.7382 -73.0143 172.2 4.9 MB ISCCD
1982/08/15 07:26:27.7000 6.747 -73.001 167 4.9 MB ISCCD
1982/08/14 03:48:53.4000 11.22 -61.61 15 3.0 MB ISCCD
1982/08/13 21:16:49.3000 10.88 -62.2 91 3.1 MB ISCCD
1982/08/10 08:24:01.2000 10.62 -62.52 95 4.0 MB ISCCD
1982/08/10 08:24:00.0300 10.6844 -62.569 104 4.8 MB ISCCD
1982/08/10 08:23:59.8000 10.677 -62.611 104 4.8 MB ISCCD
1982/08/08 15:06:46.6000 10.72 -59.89 52 3.5 MB ISCCD
1982/08/08 08:29:37.8000 11.04 -62 50 3.4 MB ISCCD
1982/08/08 04:44:28.2000 11.07 -62.17 78 3.2 MB ISCCD
1982/08/06 14:57:12.7000 11.88 -61.73 101 3.1 MB ISCCD
1982/08/05 00:11:50.4000 11.57 -60.07 29 3.4 MB ISCCD
1982/08/04 20:56:44.6000 10.51 -62.61 75 3.2 MB ISCCD
1982/08/04 01:51:28.6000 11.51 -60.67 0 2.9 MB ISCCD
1982/08/04 01:12:14.4000 10.46 -62.17 2 2.8 MB ISCCD
1982/08/04 00:16:33.5000 11.31 -62.13 0 2.9 ML ISCCD
1982/08/03 22:08:09.3000 10.75 -61.12 39 2.5 ML ISCCD
1982/08/03 17:56:10.3000 11.22 -60.61 0 3.2 ML ISCCD
1982/08/01 20:33:08.4000 10.84 -61.16 19 3.0 ML ISCCD
1982/08/01 11:06:18.0000 10.65 -59.69 37 3.2 ML ISCCD
1982/07/31 17:54:52.0000 11.98 -61.83 125 2.7 MB ISCCD
1982/07/26 12:03:19.6000 10.48 -60.98 34 2.1 MB ISCCD
1982/07/22 01:17:19.6000 10.59 -62.77 0 3.2 MB ISCCD
1982/07/22 00:59:11.2000 10.61 -62.48 0 3.6 MB ISCCD
1982/07/20 19:06:26.7000 6.7761 -73.0019 170.2 4.1 MB ISCCD
1982/07/19 22:00:54.7000 10.78 -62.29 81 2.8 MB ISCCD
1982/07/19 08:46:24.6000 10.79 -61.68 21 2.5 MB ISCCD
1982/07/18 04:33:07.2000 10.91 -62.28 88 2.9 MB ISCCD
1982/07/17 22:24:14.2000 6.791 -73.041 163 4.9 MB ISCCD
1982/07/17 22:24:14.8100 6.8014 -73.0649 167.5 4.9 MB ISCCD
1982/07/16 05:06:01.3000 11.04 -60.11 37 3.1 MB ISCCD
1982/07/16 00:48:55.1000 6.685 -72.868 180 4.7 MB ISCCD
1982/07/16 00:48:54.9800 6.8218 -72.9045 167.1 4.3 MB ISCCD
1982/07/13 04:10:32.0000 10.41 -61.49 15 1.8 MB ISCCD
1982/07/09 14:47:04.1000 6.768 -73.071 166 4.4 MB ISCCD
1982/07/09 14:47:04.2800 6.7779 -73.0626 168.1 4.2 MB ISCCD
1982/07/06 00:13:16.0000 11 -63.07 125 2.8 MB ISCCD
1982/07/05 18:25:20.1000 11.03 -61.47 31 2.3 MB ISCCD
1982/07/05 12:06:46.7000 9.64 -61.07 50 2.4 MB ISCCD
1982/07/05 03:22:49.2000 13.21 -61.63 172 3.3 MB ISCCD
1982/07/04 06:16:23.0000 10 -71 33 5.7 MB ISCCD
1982/07/04 06:16:08.4000 7.653 -72.197 54 5.5 MB ISCCD
1982/07/04 06:16:05.6200 7.7034 -72.1214 26.8 5.5 MB ISCCD
1982/07/04 06:16:05.6200 7.7034 -72.1214 26.8 4.0 MS ISCCD
1982/07/04 06:16:03.9000 7.43 -72.32 14 5.3 MB ISCCD
1982/07/01 00:56:42.5000 10.72 -61.17 40 2.7 MB ISCCD
1982/06/30 10:04:19.5000 11.01 -61.82 60 3.0 MB ISCCD
1982/06/28 17:53:21.2000 6.933 -73.255 152 4.3 MB ISCCD
1982/06/28 17:53:21.2600 6.9088 -73.1747 155.6 4.2 MB ISCCD
1982/06/27 05:30:45.0000 11.26 -62.29 25 3.0 MB ISCCD
1982/06/26 18:23:51.9000 11.04 -62.08 81 2.8 MB ISCCD
1982/06/24 23:34:03.2800 9.7716 -73.4998 102.9 4.2 MB ISCCD
1982/06/24 23:33:59.1000 9.832 -73.88 33 4.7 MB ISCCD
1982/06/23 22:45:18.9000 10.59 -62.5 74 3.5 MB ISCCD
1982/06/16 20:12:41.5000 11.65 -61.65 96 3.0 MB ISCCD
1982/06/16 16:49:10.9000 10.78 -62.26 82 3.0 MB ISCCD
1982/06/16 13:36:07.0000 10.96 -62.45 110 3.8 MB ISCCD
1982/06/16 13:36:06.3500 10.9961 -62.4504 108.4 3.8 MB ISCCD
1982/06/14 11:02:56.0000 10.35 -62.38 0 3.3 MB ISCCD
1982/06/13 17:02:13.9000 10.62 -61.99 54 3.2 MB ISCCD
1982/06/13 11:07:44.5000 11.41 -62.09 94 3.2 MB ISCCD
1982/06/12 12:30:24.5000 11.9 -61.5 105 3.2 MB ISCCD
1982/06/06 22:49:59.0000 11.36 -62.16 133 3.1 MB ISCCD
1982/06/02 13:31:58.8000 10.78 -62.35 129 2.9 MB ISCCD
1982/06/01 19:10:36.0000 10 -71 33 4.4 MB ISCCD
1982/06/01 19:10:29.3000 6.748 -73.045 163 4.8 MB ISCCD
1982/06/01 19:10:29.3600 6.7581 -73.0215 164.5 4.8 MB ISCCD
1982/05/31 22:28:14.4000 13.8 -60.26 30 3.2 MB ISCCD
1982/05/29 19:55:58.4000 10.89 -62.24 107 3.5 MB ISCCD
1982/05/27 11:26:15.0000 10 -71 33 4.4 MB ISCCD
1982/05/27 11:26:06.5000 8.761 -70.934 13 4.8 MB ISCCD
1982/05/27 11:26:06.6100 8.7493 -70.8878 14.3 4.7 MB ISCCD
1982/05/25 06:59:55.2000 8.447 -70.57 65 4.4 MB ISCCD
1982/05/25 06:59:55.5900 8.6503 -70.7259 47.9 4.4 MB ISCCD
1982/05/24 23:20:20.6000 6.683 -73.06 179 4.7 MB ISCCD
1982/05/24 23:20:20.0300 6.8778 -73.0714 159.9 4.8 MB ISCCD
1982/05/24 20:35:32.6000 10.9 -60.03 0 3.4 MB ISCCD
1982/05/24 09:19:44.1000 11.21 -60.49 0 3.0 MB ISCCD
1982/05/24 08:55:54.9000 11.413 -60.966 33 4.4 MB ISCCD
1982/05/24 08:55:52.0000 11 -62 33 4.0 MB ISCCD
1982/05/24 08:55:50.5000 11.27 -60.8 2 4.0 MB ISCCD
1982/05/24 08:55:50.2200 11.1937 -60.7854 13.5 4.1 MB ISCCD
1982/05/22 03:00:36.0000 11.17 -62.77 51 3.2 MB ISCCD
1982/05/22 02:32:55.2000 11.22 -61.38 4 2.8 MB ISCCD
1982/05/19 08:58:17.6000 11.35 -61.07 0 2.6 MB ISCCD
1982/05/15 03:48:04.1000 6.841 -73.122 165 4.6 MB ISCCD
1982/05/15 03:48:04.1800 6.8687 -73.12 163.9 4.6 MB ISCCD
1982/05/14 16:55:01.4000 10.95 -62.14 81 3.1 MB ISCCD
1982/05/14 03:33:21.0000 10.85 -62.32 42 3.0 MB ISCCD
1982/05/11 14:12:33.8000 10.76 -62.4 54 3.0 MB ISCCD
1982/05/11 00:37:24.9000 10.7 -62.15 0 3.4 MB ISCCD
1982/05/10 01:25:57.3100 10.6986 -62.5052 99.7 5.2 MB ISCCD
1982/05/10 01:25:56.8000 10.664 -62.532 97 5.3 MB ISCCD
1982/05/10 01:25:55.0000 11 -62 33 5.4 MB ISCCD
1982/05/09 08:29:50.8000 10.55 -62.16 0 3.5 MB ISCCD
1982/05/06 06:00:22.1000 10.06 -62.01 19 3.6 MB ISCCD
1982/05/04 00:21:11.5000 11.3 -62.26 175 3.1 MB ISCCD
1982/05/02 20:05:34.8000 10.38 -61.59 44 2.7 MB ISCCD
1982/05/01 14:59:06.0100 6.7842 -73.0453 165 4.5 MB ISCCD
1982/05/01 14:59:05.6000 6.753 -73.041 163 4.5 MB ISCCD
1982/04/30 05:37:45.7000 13.42 -60.73 103 3.2 MB ISCCD
1982/04/29 11:51:12.8000 10.91 -62.24 50 3.5 MB ISCCD
1982/04/29 11:51:10.4100 10.8556 -62.2698 88 4.2 MB ISCCD
1982/04/29 11:51:07.0000 11 -62 33 4.4 MB ISCCD
1982/04/29 01:35:21.1000 6.717 -72.996 173 4.3 MB ISCCD
1982/04/29 01:35:21.3100 6.8229 -73.0752 169.5 4.2 MB ISCCD
1982/04/25 12:19:41.0000 11.04 -62.18 65 3.1 MB ISCCD
1982/04/23 23:12:35.6000 11.28 -62.14 89 3.0 MB ISCCD
1982/04/21 10:57:26.0000 10 -71 33 4.3 MB ISCCD
1982/04/21 10:57:18.3000 6.808 -73.023 168 4.3 MB ISCCD
1982/04/21 10:57:18.4600 6.8346 -73.0337 166.8 4.4 MB ISCCD
1982/04/20 01:40:17.4000 11.18 -61.83 88 3.4 MB ISCCD
1982/04/13 14:00:46.1000 11.64 -61.57 83 2.6 MB ISCCD
1982/04/10 23:43:27.2000 13.71 -60.05 34 2.9 MB ISCCD
1982/04/05 02:41:04.3000 9.34 -61.49 50 3.4 MB ISCCD
1982/04/05 01:12:48.0000 10 -71 33 3.9 MB ISCCD
1982/04/05 01:12:40.1000 6.736 -72.982 173 4.1 MB ISCCD
1982/04/05 01:12:40.3500 6.8115 -73.0234 169.6 3.9 MB ISCCD
1982/04/03 06:10:26.9000 11.6 -61.59 90 3.1 MB ISCCD
1982/04/02 09:08:26.0000 10.87 -62.45 98 3.4 MB ISCCD
1982/03/27 20:53:20.9000 11.94 -61 15 3.4 MB ISCCD
1982/03/26 13:41:13.6000 11.16 -62.21 107 3.7 MB ISCCD
1982/03/24 19:09:46.3000 11.7 -62.23 40 3.3 MB ISCCD
1982/03/22 15:44:24.4000 10.95 -62.43 90 3.3 MB ISCCD
1982/03/19 09:09:50.5000 11.57 -61.63 40 3.1 MB ISCCD
1982/03/18 10:52:02.0000 10.29 -62.06 125 3.1 MB ISCCD
1982/03/18 09:45:29.3000 11.25 -62.03 53 3.3 MB ISCCD
1982/03/18 05:29:24.4000 10.51 -62.02 0 3.2 MB ISCCD
1982/03/18 02:11:50.2000 10.516 -62.445 64 4.7 MB ISCCD
1982/03/18 02:11:49.9600 10.4955 -62.4026 58.2 4.7 MB ISCCD
1982/03/18 02:11:49.9600 10.4955 -62.4026 58.2 3.7 MS ISCCD
1982/03/18 02:11:48.4000 10.46 -62.06 0 4.7 MB ISCCD
1982/03/11 06:44:06.0000 10.71 -62.42 39 2.9 MB ISCCD
1982/03/11 03:19:57.4000 13.07 -59.28 92 3.7 MB ISCCD
1982/03/10 23:23:39.8000 11.01 -61.36 18 3.0 MB ISCCD
1982/03/09 15:04:23.6000 6.763 -73.027 169 4.6 MB ISCCD
1982/03/09 15:04:23.8100 6.784 -73.0241 169.9 4.5 MB ISCCD
1982/03/09 14:10:14.4000 10.8 -62.42 79 3.5 MB ISCCD
1982/03/09 12:21:52.2000 6.769 -72.974 169 4.7 MB ISCCD
1982/03/09 12:21:52.2000 6.7579 -72.9578 169.9 4.7 MB ISCCD
1982/03/07 14:25:44.6000 10.8 -61.59 25 2.6 MB ISCCD
1982/02/27 22:16:48.4000 11.9 -61.05 31 3.6 MB ISCCD
1982/02/23 20:07:51.5000 8.42 -72.13 171 4.8 MB ISCCD
1982/02/23 20:07:30.7700 6.7279 -73.0096 175.1 4.7 MB ISCCD
1982/02/23 20:07:29.5000 6.794 -73.028 159 4.9 MB ISCCD
1982/02/23 12:24:01.0000 10.83 -62.31 75 3.2 MB ISCCD
1982/02/22 02:06:13.6000 6.668 -72.819 182 4.4 MB ISCCD
1982/02/22 02:06:13.5300 6.8777 -73.1004 163.5 4.4 MB ISCCD
1982/02/20 16:44:06.1000 10.98 -62.39 109 3.5 MB ISCCD
1982/02/17 23:56:46.4000 10.68 -62.39 0 2.9 MB ISCCD
1982/02/16 08:32:08.3000 6.756 -73.019 170 4.6 MB ISCCD
1982/02/16 08:32:08.7500 6.764 -73.0423 172.1 4.5 MB ISCCD
1982/02/16 08:32:04.0000 7.2 -71 33 4.1 MB ISCCD
1982/02/16 07:53:03.4000 11.62 -61.83 89 3.4 MB ISCCD
1982/02/12 17:29:45.7000 6.798 -73.035 167 4.6 MB ISCCD
1982/02/12 17:29:45.7500 6.6448 -72.8929 181.1 4.6 MB ISCCD
1982/02/12 03:43:51.5000 10.71 -62.53 59 3.5 MB ISCCD
1982/02/11 08:40:45.4000 6.771 -72.984 169 4.8 MB ISCCD
1982/02/11 08:40:45.8300 6.7728 -73.0035 173 4.7 MB ISCCD
1982/02/08 12:42:37.8000 12.97 -61.38 112 3.1 MB ISCCD
1982/01/30 08:38:53.7000 9.63 -62.01 89 3.3 MB ISCCD
1982/01/28 00:00:52.2000 11.52 -61.5 40 2.8 MB ISCCD
1982/01/27 01:44:29.3000 9.84 -61.38 60 3.2 MB ISCCD
1982/01/24 01:23:20.8000 13.78 -60.21 35 3.7 MB ISCCD
1982/01/23 20:48:58.8000 11.23 -60.96 78 3.2 MB ISCCD
1982/01/21 06:28:22.1000 13.69 -59.91 0 3.5 MB ISCCD
1982/01/20 15:15:49.1500 13.7633 -60.4728 77.9 5.1 MB ISCCD
1982/01/20 15:15:48.0000 13.79 -60.16 30 5.4 MB ISCCD
1982/01/20 15:15:47.7000 13.701 -60.404 69 5.2 MB ISCCD
1982/01/19 07:56:20.6000 10.92 -61.92 18 3.6 MB ISCCD
1982/01/17 13:41:41.5000 11.36 -60.23 30 3.2 MB ISCCD
1982/01/16 08:37:59.6000 13.21 -61.57 152 3.7 MB ISCCD
1982/01/15 03:59:37.0000 12.4 -70.6 33 4.8 MB ISCCD
1982/01/15 03:59:19.7000 9.407 -69.965 22 4.9 MB ISCCD
1982/01/15 03:59:18.8000 9.23 -69.94 0 4.9 MB ISCCD
1982/01/15 03:59:18.4200 9.3977 -69.9147 12.5 3.8 MS ISCCD
1982/01/15 03:59:18.4200 9.3977 -69.9147 12.5 5.1 MB ISCCD
1982/01/13 06:16:24.5000 10.79 -62.04 131 3.1 MB ISCCD
1982/01/10 21:40:15.5000 11.06 -61.9 65 3.2 MB ISCCD
1982/01/10 08:10:06.9000 13.78 -60.27 44 3.1 MB ISCCD
1982/01/09 15:28:36.3000 10.3 -60.97 61 3.1 MB ISCCD
1982/01/09 13:52:53.1000 11.2 -62.08 141 3.4 MB ISCCD
1982/01/08 01:23:24.0000 12.1 -60.1 0 5.3 MB ISCCD
1982/01/08 01:23:24.0000 12.1 -60.1 0 4.0 MS ISCCD
1982/01/05 01:01:01.6000 11.49 -59.16 40 3.8 MB ISCCD
1982/01/02 02:20:23.2000 10.99 -62.07 0 3.0 MB ISCCD
1982/01/02 00:30:49.1000 11.13 -61.69 23 2.9 MB ISCCD
